ID,Income
TEST_0000,6.940601940159888
TEST_0001,1.4921129081988744
TEST_0002,441.18058543511944
TEST_0003,610.5559403706801
TEST_0004,0.0
TEST_0005,756.4789050735172
TEST_0006,405.29278580956213
TEST_0007,0.0
TEST_0008,1.898961912424498
TEST_0009,1003.250412234001
TEST_0010,867.3961913565514
TEST_0011,809.3950061352233
TEST_0012,442.39935615065156
TEST_0013,811.1786208923079
TEST_0014,0.0
TEST_0015,960.8629149047317
TEST_0016,902.079209833405
TEST_0017,649.8825024486233
TEST_0018,608.5177957958949
TEST_0019,1072.5536646201506
TEST_0020,417.36551480316587
TEST_0021,1352.2859359253755
TEST_0022,0.0
TEST_0023,770.0340069326215
TEST_0024,0.0
TEST_0025,598.2513549360142
TEST_0026,800.3484969092065
TEST_0027,1201.4265656610148
TEST_0028,29.12883092417036
TEST_0029,616.1273875646401
TEST_0030,0.0
TEST_0031,970.2561104230649
TEST_0032,550.7302306035858
TEST_0033,0.0
TEST_0034,1048.0711159033021
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,658.3283604327248
TEST_0038,660.0237631516283
TEST_0039,0.0
TEST_0040,474.72284919848613
TEST_0041,1729.0403429232924
TEST_0042,656.999414724407
TEST_0043,1203.024708442386
TEST_0044,908.3722478683621
TEST_0045,1227.9047804240076
TEST_0046,1072.9396838284051
TEST_0047,599.7913155746667
TEST_0048,531.8836118984628
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,348.60404299939967
TEST_0052,617.2005690070049
TEST_0053,1200.8726204637696
TEST_0054,510.3621261347626
TEST_0055,678.3442304785797
TEST_0056,948.6740584579043
TEST_0057,0.0
TEST_0058,831.9159528078798
TEST_0059,921.3021040538773
TEST_0060,522.1499824113808
TEST_0061,891.1729150245071
TEST_0062,473.43854801202156
TEST_0063,23.464842612898604
TEST_0064,660.9421815573033
TEST_0065,382.072208945259
TEST_0066,0.0
TEST_0067,765.3946227472533
TEST_0068,897.7745090088849
TEST_0069,964.5048010680164
TEST_0070,0.0
TEST_0071,735.1632475859839
TEST_0072,987.0798909884229
TEST_0073,832.6026066027257
TEST_0074,565.5262770871051
TEST_0075,294.4084672618468
TEST_0076,1035.411424727288
TEST_0077,541.7718970199967
TEST_0078,10.752796422688373
TEST_0079,478.1323763140432
TEST_0080,0.0
TEST_0081,410.84574211646355
TEST_0082,0.0
TEST_0083,0.0
TEST_0084,657.1046054354662
TEST_0085,1125.1157541438529
TEST_0086,1556.4506884492914
TEST_0087,623.7959690637981
TEST_0088,1110.6040580086287
TEST_0089,0.0
TEST_0090,1300.6424803306156
TEST_0091,0.0
TEST_0092,648.6986430565072
TEST_0093,383.61363574735236
TEST_0094,1333.1791333720332
TEST_0095,531.5488119778665
TEST_0096,557.9751745918355
TEST_0097,636.0831250552732
TEST_0098,864.1542013422254
TEST_0099,500.56346560307594
TEST_0100,10.674211712336218
TEST_0101,455.6432849839376
TEST_0102,421.6268718921997
TEST_0103,0.0
TEST_0104,850.7704068163291
TEST_0105,0.0
TEST_0106,804.8365605556502
TEST_0107,688.1119705589056
TEST_0108,872.676546410591
TEST_0109,524.3528389942737
TEST_0110,10.596908622435613
TEST_0111,944.0931971768846
TEST_0112,0.0
TEST_0113,1089.9039394310323
TEST_0114,760.2869374497471
TEST_0115,0.0
TEST_0116,900.7413789457225
TEST_0117,590.946337635094
TEST_0118,646.4544866709514
TEST_0119,612.6232220650916
TEST_0120,1084.7359691834963
TEST_0121,1095.9788456021613
TEST_0122,928.107467241489
TEST_0123,621.191607029618
TEST_0124,0.0
TEST_0125,904.0360035835226
TEST_0126,0.8645947867725001
TEST_0127,1075.5068561875116
TEST_0128,485.095084918703
TEST_0129,1325.910742282369
TEST_0130,703.0123501762465
TEST_0131,420.344787445136
TEST_0132,459.59605701668346
TEST_0133,640.187617095128
TEST_0134,935.0585822217233
TEST_0135,636.3563987697319
TEST_0136,739.4413493387176
TEST_0137,924.3452182219985
TEST_0138,0.0
TEST_0139,517.9495871957145
TEST_0140,615.1349151719593
TEST_0141,546.6069374869771
TEST_0142,599.2381958309837
TEST_0143,0.0
TEST_0144,1395.8337203848491
TEST_0145,926.2467744236537
TEST_0146,10.361322399637693
TEST_0147,971.7625892085857
TEST_0148,1152.59352057632
TEST_0149,6.9600389726506044
TEST_0150,1348.0622928573678
TEST_0151,512.3642346938942
TEST_0152,801.2709608449984
TEST_0153,523.3008913827623
TEST_0154,512.6657961797679
TEST_0155,577.1382045910926
TEST_0156,502.65456843120165
TEST_0157,0.0
TEST_0158,480.54568220656785
TEST_0159,0.0
TEST_0160,503.5884046562774
TEST_0161,861.6059388495366
TEST_0162,249.15436708481113
TEST_0163,354.5272772500429
TEST_0164,14.56203713482308
TEST_0165,752.5869274669298
TEST_0166,621.1161647608842
TEST_0167,610.0169563571477
TEST_0168,0.0
TEST_0169,1313.1623446534904
