sessionID,TARGET
SESSION_252289,27.044409235551033
SESSION_252290,1.008627705448922
SESSION_252291,2.308120455627733
SESSION_252292,4.1887434156531915
SESSION_252293,11.288221581105825
SESSION_252294,4.596854558265852
SESSION_252295,10.825952107733565
SESSION_252296,3.385554574958056
SESSION_252297,1.0082916539008409
SESSION_252298,1.0088692308410632
SESSION_252299,2.6166233599065714
SESSION_252300,1.008730438820407
SESSION_252301,3.6147864176513247
SESSION_252302,15.445600224982028
SESSION_252303,1.0090617467514056
SESSION_252304,1.0087364739791418
SESSION_252305,1.0090617467514056
SESSION_252306,1.0087494743141372
SESSION_252307,1.008726965952822
SESSION_252308,1.0062548658309778
SESSION_252309,5.057741086901521
SESSION_252310,2.4174444604833285
SESSION_252311,11.279566828943091
SESSION_252312,1.0088459938157495
SESSION_252313,1.934826641086462
SESSION_252314,7.744903698481503
SESSION_252315,1.0089376266875358
SESSION_252316,11.752328360087736
SESSION_252317,1.0089376266875358
SESSION_252318,1.0089376266875358
SESSION_252319,2.93503235960477
SESSION_252320,27.706979467998707
SESSION_252321,1.0082174315596188
SESSION_252322,3.5961230024990227
SESSION_252323,6.344206261807774
SESSION_252324,1.926638072325119
SESSION_252325,1.9897860220830135
SESSION_252326,2.7427186122632645
SESSION_252327,8.387360933881086
SESSION_252328,7.2619176659830575
SESSION_252329,1.0089376266875358
SESSION_252330,2.8198303675314222
SESSION_252331,1.0089376266875358
SESSION_252332,4.852254221350788
SESSION_252333,4.133496202249397
SESSION_252334,1.0089365621939768
SESSION_252335,2.129645841198802
SESSION_252336,1.895020570179338
SESSION_252337,1.008651451797762
SESSION_252338,21.25748449332551
SESSION_252339,8.928900655304625
SESSION_252340,3.0496649515011645
SESSION_252341,2.3224656749268044
SESSION_252342,1.008455764817335
SESSION_252343,4.394388910749144
SESSION_252344,4.271937696296821
SESSION_252345,1.0094658388047495
SESSION_252346,1.0152194786375817
SESSION_252347,3.380297658281319
SESSION_252348,1.008627705448922
SESSION_252349,1.0089376266875358
SESSION_252350,1.0089376266875358
SESSION_252351,2.327608855538033
SESSION_252352,19.819682216020585
SESSION_252353,1.0084180190843108
SESSION_252354,1.0087877919807067
SESSION_252355,1.008446620206285
SESSION_252356,1.0087877919807067
SESSION_252357,1.008663671916837
SESSION_252358,4.558648220391008
SESSION_252359,3.9557828292837898
SESSION_252360,6.235398333813102
SESSION_252361,1.008627705448922
