sessionID,TARGET
SESSION_252289,28.776611147312465
SESSION_252290,0.9721582936382236
SESSION_252291,2.767860800415801
SESSION_252292,4.193220141139744
SESSION_252293,11.378972443189861
SESSION_252294,4.090074814462185
SESSION_252295,11.273821521109438
SESSION_252296,3.915192653333083
SESSION_252297,0.96729054931315
SESSION_252298,0.9799258330528559
SESSION_252299,3.3294475427868617
SESSION_252300,1.007551012412341
SESSION_252301,4.200311357548918
SESSION_252302,13.866608925818593
SESSION_252303,1.0188547990124304
SESSION_252304,1.0005955433221418
SESSION_252305,1.0163721251681552
SESSION_252306,0.9973250615628151
SESSION_252307,0.9877592860276876
SESSION_252308,0.9717115068303421
SESSION_252309,5.106835932917886
SESSION_252310,2.7595225369579666
SESSION_252311,12.621622295658693
SESSION_252312,1.0423775011553897
SESSION_252313,2.301119315431205
SESSION_252314,8.089024061779936
SESSION_252315,0.9906265327678819
SESSION_252316,12.396368795718852
SESSION_252317,1.009591106797436
SESSION_252318,0.9906265327678819
SESSION_252319,2.927480294260646
SESSION_252320,29.177038908927543
SESSION_252321,0.9545931318198851
SESSION_252322,4.0084404755217555
SESSION_252323,6.77214666581611
SESSION_252324,2.0630350278689007
SESSION_252325,2.128995317883582
SESSION_252326,3.3314858788785724
SESSION_252327,8.848583682885275
SESSION_252328,7.295353964680542
SESSION_252329,0.9969246331690929
SESSION_252330,2.8232940158547994
SESSION_252331,0.9906265327678819
SESSION_252332,5.132632491251216
SESSION_252333,4.194958430631182
SESSION_252334,0.9744814809860781
SESSION_252335,2.40153834977143
SESSION_252336,2.09285954851845
SESSION_252337,1.0230631896310052
SESSION_252338,25.23372540835647
SESSION_252339,10.164501358245584
SESSION_252340,3.525607455114296
SESSION_252341,2.88093260408795
SESSION_252342,1.007558625581677
SESSION_252343,4.453165489759513
SESSION_252344,4.205344024967479
SESSION_252345,1.000423402707968
SESSION_252346,1.0516119940508821
SESSION_252347,3.8643770172290575
SESSION_252348,0.9721582936382236
SESSION_252349,0.9969246331690929
SESSION_252350,0.9906265327678819
