sessionID,TARGET
SESSION_252289,25.719022623369256
SESSION_252290,1.0113053029031045
SESSION_252291,2.2617059338908256
SESSION_252292,4.220974269538768
SESSION_252293,10.953929075509903
SESSION_252294,4.3637968669422715
SESSION_252295,11.454141745036166
SESSION_252296,3.3779692062662106
SESSION_252297,1.0113704352406374
SESSION_252298,1.0112207227282666
SESSION_252299,2.551607988829665
SESSION_252300,1.0114513711713118
SESSION_252301,3.6842521292699884
SESSION_252302,15.494986280644522
SESSION_252303,1.0119531282456475
SESSION_252304,1.0112772397805467
SESSION_252305,1.0120281069453694
SESSION_252306,1.0111180961124209
SESSION_252307,1.0110108319651063
SESSION_252308,1.0126257941095858
SESSION_252309,4.97868783421677
SESSION_252310,2.5091762322432962
SESSION_252311,11.200696473803001
SESSION_252312,1.010874404526884
SESSION_252313,1.9295706787166083
SESSION_252314,7.826178175054622
SESSION_252315,1.0111652899562664
SESSION_252316,11.714238751021512
SESSION_252317,1.0117347573905975
SESSION_252318,1.0111652899562664
SESSION_252319,2.9526801712929736
SESSION_252320,26.860645714240782
SESSION_252321,1.0109980928063016
SESSION_252322,3.661922812549144
SESSION_252323,6.342524257363294
SESSION_252324,1.9493364635269885
SESSION_252325,1.9932863364040228
SESSION_252326,2.66861164355477
SESSION_252327,8.289908267546119
SESSION_252328,7.2597284703354745
SESSION_252329,1.011605085332397
SESSION_252330,2.752440602893779
SESSION_252331,1.0111652899562664
SESSION_252332,4.557853516824488
SESSION_252333,4.113938253663005
SESSION_252334,1.0118190561334177
SESSION_252335,2.1755840155937802
SESSION_252336,1.9524828753889862
SESSION_252337,1.0115471630048516
SESSION_252338,20.774305787065387
SESSION_252339,9.041502695442869
SESSION_252340,3.0315936606742917
SESSION_252341,2.2883042529475266
SESSION_252342,1.010991197008534
SESSION_252343,4.372922627036402
SESSION_252344,4.434406786637355
SESSION_252345,1.011227040341036
SESSION_252346,1.0142272448517686
SESSION_252347,3.361218615821302
SESSION_252348,1.0113053029031045
SESSION_252349,1.011605085332397
SESSION_252350,1.0111652899562664
SESSION_252351,2.370624620214539
SESSION_252352,19.03452263279505
SESSION_252353,1.011002618054863
SESSION_252354,1.011506861902915
SESSION_252355,1.0117519176300775
SESSION_252356,1.0112474432887966
SESSION_252357,1.0112355372826374
SESSION_252358,4.419895416870585
SESSION_252359,4.005449049738282
SESSION_252360,6.446490459322743
SESSION_252361,1.0110266379759756
SESSION_252362,2.5596013441587524
SESSION_252363,3.937778006579399
SESSION_252364,1.0115353267677996
SESSION_252365,14.695335768213953
SESSION_252366,6.892129125587939
SESSION_252367,1.0111652899562664
SESSION_252368,12.413351901561189
SESSION_252369,1.0116162799139283
SESSION_252370,1.0120281069453694
SESSION_252371,6.303384737028551
SESSION_252372,2.3872161100159457
SESSION_252373,1.0111652899562664
SESSION_252374,20.805969187716883
SESSION_252375,1.0116097131156103
SESSION_252376,4.37581004008795
SESSION_252377,8.489967323761848
SESSION_252378,3.1042298687799055
SESSION_252379,4.148549205816878
SESSION_252380,1.0112000580373939
SESSION_252381,2.256117675798861
SESSION_252382,8.39504479340844
SESSION_252383,10.744058280304385
SESSION_252384,2.067768342080606
SESSION_252385,5.621435681236454
SESSION_252386,1.0111652899562664
SESSION_252387,1.0123984095805496
SESSION_252388,1.0111954302541806
SESSION_252389,1.0118190561334177
SESSION_252390,1.010991197008534
SESSION_252391,1.0120281069453694
SESSION_252392,2.8453540349020745
SESSION_252393,10.82102093308335
SESSION_252394,1.016832891441237
SESSION_252395,1.0111954302541806
SESSION_252396,1.0110266379759756
SESSION_252397,1.0110108319651063
SESSION_252398,1.0040808327319284
SESSION_252399,2.6936642551548817
SESSION_252400,1.0139362127662113
SESSION_252401,14.162107656539918
SESSION_252402,1.0118732801239088
SESSION_252403,1.0093954695591976
SESSION_252404,1.0109968672719887
SESSION_252405,1.0111652899562664
SESSION_252406,1.011605085332397
SESSION_252407,1.9337165537863383
SESSION_252408,1.0112474432887966
SESSION_252409,1.011605085332397
SESSION_252410,2.2490089707223575
SESSION_252411,1.0154157843556375
SESSION_252412,10.925377589521467
SESSION_252413,1.0118190561334177
SESSION_252414,2.0484091971771
SESSION_252415,7.385011080564439
SESSION_252416,1.0112861253784078
SESSION_252417,2.183124576334435
SESSION_252418,1.0088472947629306
SESSION_252419,3.36002832312259
SESSION_252420,1.9736760665684197
SESSION_252421,2.6439079609126117
SESSION_252422,1.0120281069453694
SESSION_252423,1.014934911393372
SESSION_252424,2.494972413714383
SESSION_252425,1.0160809882134718
SESSION_252426,2.550081406214777
SESSION_252427,2.6547691431042444
SESSION_252428,17.103471689700722
SESSION_252429,1.011160165124002
SESSION_252430,1.0115311123172566
SESSION_252431,1.0117188696885056
SESSION_252432,7.859180996194378
SESSION_252433,12.191627743686386
SESSION_252434,24.646543742316247
SESSION_252435,2.1010693499180197
SESSION_252436,2.2247526192804794
SESSION_252437,34.21907356888505
SESSION_252438,2.1950862060562515
SESSION_252439,12.707858515857067
SESSION_252440,1.5789300733814498
SESSION_252441,1.0117519176300775
SESSION_252442,3.491466551950316
SESSION_252443,1.0110266379759756
SESSION_252444,1.0111514948181088
SESSION_252445,3.4341681177230705
SESSION_252446,4.081152568130985
SESSION_252447,1.011933796997632
SESSION_252448,1.9621830313070154
SESSION_252449,1.009229777916309
SESSION_252450,1.0111514948181088
SESSION_252451,1.0115454454945265
SESSION_252452,7.236902117919947
SESSION_252453,1.011605085332397
SESSION_252454,3.9149198327641206
SESSION_252455,1.0105316980132868
SESSION_252456,4.900433874395227
SESSION_252457,10.293919385012915
SESSION_252458,2.311987105231405
SESSION_252459,4.309469351557284
SESSION_252460,4.710749172315403
SESSION_252461,2.5791460461517732
SESSION_252462,1.0109406777010772
SESSION_252463,4.6259017753787
SESSION_252464,2.503231636765393
SESSION_252465,2.2335389327021717
SESSION_252466,3.8441098924940253
SESSION_252467,2.90583297868202
SESSION_252468,4.703315467468826
SESSION_252469,1.011123514797923
SESSION_252470,5.229378894110493
SESSION_252471,1.0111954302541806
