ID,MEDV
TEST_000,24.815935031337887
TEST_001,34.30053901153177
TEST_002,19.54529749152682
TEST_003,24.37154711174904
TEST_004,25.76576884708611
TEST_005,31.109634357187822
TEST_006,16.60745882259301
TEST_007,13.644982929434192
TEST_008,25.177761103229
TEST_009,22.551810074844195
TEST_010,11.399314330594935
TEST_011,27.477203233455835
TEST_012,30.439072147259026
TEST_013,21.487061481120378
TEST_014,37.21424727595599
TEST_015,15.241912886612864
TEST_016,20.3293761066476
TEST_017,29.85901773516509
TEST_018,20.354969015743304
TEST_019,31.022688348556354
TEST_020,19.52288195838628
TEST_021,13.608861462474309
TEST_022,25.461612023095185
TEST_023,33.521173771792874
TEST_024,19.840135004913456
TEST_025,24.755695071003043
TEST_026,20.182074283522184
TEST_027,19.265414827353943
TEST_028,24.352675117806086
TEST_029,17.823595670881552
TEST_030,3.2937602712089813
TEST_031,32.17842184776768
TEST_032,37.09012409342885
TEST_033,21.171156518421846
TEST_034,25.46436994155587
TEST_035,20.68064949650111
TEST_036,16.869376751223022
TEST_037,24.653829258125608
TEST_038,20.201825020630974
TEST_039,27.35044301328773
TEST_040,18.487568813819678
TEST_041,18.009705639928516
TEST_042,13.672327130666185
TEST_043,0.7488451551798434
TEST_044,21.78825508733295
TEST_045,19.658368450230405
TEST_046,10.137469799842549
TEST_047,40.94456873972724
TEST_048,24.459107101543403
TEST_049,16.802996068875622
TEST_050,33.06382786031203
