id,next_arrive_time
210457,35.53014755249023
210458,48.47280883789062
210459,130.18008422851562
210460,57.08070373535156
210461,143.64730834960938
210462,33.93706130981445
210463,65.57855224609375
210464,144.18154907226562
210465,139.64375305175781
210466,116.49273681640625
210467,100.91440582275391
210468,95.27436828613281
210469,73.57953643798828
210470,127.93178558349609
210471,87.47196197509766
210472,112.54666137695312
210473,126.68415069580078
210474,88.08059692382812
210475,53.12687301635742
210476,65.35167694091797
210477,92.62158966064453
210478,82.10093688964844
210479,107.16299438476562
210480,184.90476989746094
210481,85.15575408935547
210482,81.98935699462891
210483,65.19903564453125
210484,92.68378448486328
210485,58.47200012207031
210486,82.70124053955078
210487,86.86627960205078
210488,31.53907585144043
210489,35.53014755249023
210490,48.47280883789062
210491,51.80991744995117
210492,149.68542480468750
210493,70.37720489501953
210494,130.18008422851562
210495,57.08070373535156
210496,143.64730834960938
210497,33.93706130981445
210498,65.57855224609375
210499,144.18154907226562
210500,121.70407104492188
210501,139.64375305175781
210502,116.49273681640625
210503,100.91440582275391
210504,95.27436828613281
210505,73.57953643798828
210506,127.93178558349609
210507,87.47196197509766
210508,129.88655090332031
210509,47.96533203125000
210510,116.24352264404297
210511,127.39289093017578
210512,92.32549285888672
210513,54.47769165039062
210514,67.68000793457031
210515,98.88520812988281
210516,83.86981964111328
210517,104.12841796875000
210518,187.56442260742188
210519,87.21469116210938
210520,83.39639282226562
210521,65.08276367187500
210522,99.94972991943359
210523,70.04717254638672
210524,72.76119232177734
210525,88.72855377197266
210526,29.10917854309082
210527,216.73028564453125
210528,95.64195251464844
210529,76.03376770019531
210530,129.66961669921875
210531,63.76824569702148
210532,142.84786987304688
210533,35.84983062744141
210534,77.59407043457031
210535,120.09417724609375
210536,158.64981079101562
210537,147.65766906738281
210538,111.09117126464844
210539,107.86103057861328
210540,102.92637634277344
210541,66.68515014648438
210542,120.47766876220703
210543,89.95073699951172
210544,127.00669860839844
210545,81.89054870605469
210546,67.93647003173828
210547,127.39289093017578
210548,92.32549285888672
210549,54.47769165039062
210550,67.68000793457031
210551,98.88520812988281
210552,83.86981964111328
210553,104.12841796875000
210554,187.56442260742188
210555,65.08276367187500
210556,99.94972991943359
210557,70.04717254638672
210558,72.76119232177734
210559,88.72855377197266
210560,29.10917854309082
210561,37.75512695312500
210562,47.22110366821289
210563,52.08694839477539
210564,150.54446411132812
210565,76.03376770019531
210566,127.98771667480469
210567,61.64708709716797
210568,151.37196350097656
210569,25.37889480590820
210570,72.38568878173828
210571,119.31703186035156
210572,139.96022033691406
210573,115.26230621337891
210574,125.71270751953125
210575,119.79080963134766
210576,79.24892425537109
210577,128.67051696777344
210578,90.04778289794922
210579,113.24932098388672
210580,89.02219390869141
210581,69.73075103759766
210582,50.46564483642578
210583,122.54981994628906
210584,119.65916442871094
210585,65.60804748535156
210586,97.47349548339844
210587,181.82371520996094
210588,87.80062103271484
210589,76.47323608398438
210590,59.38923263549805
210591,95.77802276611328
210592,68.00706481933594
210593,81.67027282714844
210594,93.74513244628906
210595,31.27173423767090
210596,43.32954406738281
210597,55.26628875732422
210598,51.69423675537109
210599,217.77044677734375
210600,95.86623382568359
210601,127.98771667480469
210602,61.64708709716797
210603,151.37196350097656
210604,25.37889480590820
210605,72.38568878173828
210606,119.31703186035156
210607,139.96022033691406
210608,115.26230621337891
210609,125.71270751953125
210610,119.79080963134766
210611,79.24892425537109
210612,128.67051696777344
210613,90.04778289794922
210614,119.65916442871094
210615,65.60804748535156
210616,97.47349548339844
210617,86.64068603515625
210618,87.80062103271484
210619,76.47323608398438
210620,59.38923263549805
210621,95.77802276611328
210622,68.00706481933594
210623,81.67027282714844
