ID,Income
TEST_0000,12.125428203388775
TEST_0001,14.392545534016875
TEST_0002,433.58107113427764
TEST_0003,585.9838513678603
TEST_0004,0.0
TEST_0005,730.1250033815522
TEST_0006,434.5627938727369
TEST_0007,0.0
TEST_0008,16.764954351927177
TEST_0009,1031.1443109389636
TEST_0010,963.1083530129242
TEST_0011,699.0517443236583
TEST_0012,494.75272689176177
TEST_0013,803.0351531085673
TEST_0014,0.0
TEST_0015,936.9828306985146
TEST_0016,868.0984599509143
TEST_0017,558.2401787691783
TEST_0018,565.9789831018562
TEST_0019,1186.0293485028355
TEST_0020,506.67900403247637
TEST_0021,1425.892696052907
TEST_0022,0.0
TEST_0023,788.8428736624941
TEST_0024,0.0
TEST_0025,617.966892719086
TEST_0026,771.4150460508079
TEST_0027,1159.523989143238
TEST_0028,1.6220357418506794
TEST_0029,625.218881282566
TEST_0030,0.0
TEST_0031,1032.632063990277
TEST_0032,587.4246636554634
TEST_0033,0.2606158408969197
TEST_0034,1183.828294794287
TEST_0035,4.592329975521909
TEST_0036,0.0
TEST_0037,645.6117098140464
TEST_0038,657.8341669680701
TEST_0039,0.0
TEST_0040,523.5816515739493
TEST_0041,1830.4856201388184
TEST_0042,624.3054002843035
TEST_0043,1208.7871818630238
TEST_0044,955.2381003942668
TEST_0045,1102.286374587955
TEST_0046,1102.6976907480484
TEST_0047,610.2880894839664
TEST_0048,414.1313090148185
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,360.45103039250387
TEST_0052,627.5143157913774
TEST_0053,836.7116857831622
TEST_0054,470.2954737023035
TEST_0055,645.9934261557744
TEST_0056,874.3084347687411
TEST_0057,0.0
TEST_0058,827.3141921345307
TEST_0059,881.049464581037
TEST_0060,449.62976165990494
TEST_0061,765.5724053088898
TEST_0062,420.3095320336989
TEST_0063,45.11954580183655
TEST_0064,666.5600954463532
TEST_0065,345.785175585621
TEST_0066,0.0
TEST_0067,927.8549704418799
TEST_0068,827.8916647802826
TEST_0069,1048.3785731423725
TEST_0070,0.0
TEST_0071,709.9496443023588
TEST_0072,943.4366012654652
TEST_0073,815.2858419569685
TEST_0074,579.4925055417323
TEST_0075,246.21566551349053
TEST_0076,1037.7906857046037
TEST_0077,502.22722574260604
TEST_0078,9.071709616626052
TEST_0079,480.64981410330745
TEST_0080,0.0
TEST_0081,450.5571131715306
TEST_0082,1.8639772492260107
TEST_0083,0.3904344871636675
TEST_0084,632.6727607884685
TEST_0085,1118.7784751313966
TEST_0086,1535.7455168217607
TEST_0087,534.0577434368047
TEST_0088,1017.2512898293069
TEST_0089,0.0
TEST_0090,1330.8538069318693
TEST_0091,0.0
TEST_0092,700.298236235816
TEST_0093,386.4730767298629
TEST_0094,1377.1084833785917
TEST_0095,614.4035026368874
TEST_0096,503.8646108966221
TEST_0097,615.4081419374297
TEST_0098,900.9866210122775
TEST_0099,525.245205946687
TEST_0100,0.10001633679298028
TEST_0101,485.46520801833486
TEST_0102,469.3815045497819
TEST_0103,0.0
TEST_0104,767.0120127634076
