id,count
0,86.67220605223686
1,239.59741874104913
2,75.4553161267636
4,31.935581991829686
5,40.76673168302073
10,123.85371666701108
11,184.47368676808452
12,301.57755452755515
15,30.38432556335477
17,93.26862175389337
18,293.52070780623245
23,247.12684768457913
25,112.08629441046756
26,39.55951880414883
31,235.76650782869496
39,162.65247665539977
40,27.568468719616643
41,205.27678457659138
42,311.5551469116563
43,163.16740058598722
51,213.41031514857286
52,71.53887707673225
54,17.70110877507143
60,136.13788403179115
61,141.0567292051759
62,110.24370357096312
63,26.87640105919125
65,118.72672066273975
66,108.85063782474661
68,151.78086549081598
71,82.43097127248915
80,27.73023548076505
82,63.49810381618802
94,128.97899697871068
98,266.4875643672034
101,28.870070362183903
102,133.52674809625518
107,84.99768062558896
112,218.44832275958558
113,68.50176771121055
115,60.50265069048056
116,120.73332323837393
120,162.3387125748729
121,79.71167093396632
122,302.05277981910865
132,193.18547580123922
143,71.23869158500648
147,63.030831143934705
150,18.81998099034242
151,86.02805889840562
152,245.5812241118245
153,85.12127046112091
155,163.05117560735522
156,46.5216595145495
159,193.77320533538884
161,157.85417979070957
163,40.1956490153596
177,174.58075143244216
186,17.45001536546417
188,18.395556735444316
190,89.62335639442338
191,84.15315848432923
192,269.06174855536085
195,289.4241135086793
200,154.22480762895933
209,296.17197466811973
210,16.616976932933643
211,217.7058336132133
214,139.51696663910215
215,27.591984611074118
218,102.57567678030556
219,38.43662011707033
222,157.68623879900576
225,17.19339570701806
228,303.25549780152915
236,214.1294396688882
241,32.068441081245
242,176.25613487872576
243,225.3584173411191
245,18.670571333523483
247,270.3154512246452
251,134.00087380140909
252,86.03546113117626
253,84.74398928946906
254,86.52016017659686
258,292.61186793514474
260,62.49243792272463
261,176.94940987649088
265,87.14101934490867
266,280.43695882882434
267,283.3136555683685
269,169.1707173425061
270,63.583479634168484
275,102.02129042646736
278,40.369001470926285
279,83.33630057744094
286,90.50041962312889
287,27.750188510443664
288,202.2045458879296
289,153.54742690530773
293,18.676609257633935
294,170.25456407830092
297,47.3513937294343
302,109.41021090426064
303,60.43080556269163
304,40.765994030662476
307,100.3598823578711
309,17.742839972550133
311,175.9766997105615
312,137.57688154453768
314,194.6728132530359
315,226.67987534268178
319,169.3070885784044
322,113.45785632084251
323,63.44842063532582
325,131.16272406001943
327,264.84875381490644
330,39.31985000622321
332,206.53198405498514
333,18.61598706341724
338,102.02578638010675
341,105.44968782279727
345,216.14459289454018
348,125.55011379849095
349,40.338683709382444
350,119.59055465791755
352,61.95147340089966
355,15.50286525866243
356,205.46012064349998
358,61.974038475353844
363,127.98730606347503
369,163.30529125817282
371,18.713077192909253
372,138.0424883471541
375,293.4183862106914
380,125.38440548051909
388,39.92786770053739
391,138.598560214376
392,269.3112819419595
393,312.495690546491
394,182.2283603434542
396,27.705874810455832
401,30.737743104574296
407,86.53725760205086
409,85.55892324975599
410,114.00397249376019
416,116.9662005775003
418,122.68000445536856
420,157.73407652711683
421,210.88289958385283
422,128.38172925910163
424,292.7231843028739
428,299.2263504579508
429,233.24927326535766
431,171.38213645310628
435,15.222004451306764
439,119.70518142108513
441,15.98720680716786
447,84.94951707723003
449,140.79935724372285
451,142.94828775225963
452,17.567337130953266
454,208.04922950427144
458,233.8613377330104
463,132.44626260227326
467,16.772948731300886
470,245.51154762708597
471,166.16487054416766
474,285.4709370525493
478,17.82515743924516
483,113.04415713453703
484,137.33568041333754
485,83.85401952590905
486,128.21579698466527
491,99.03777523880957
494,102.46792299409393
495,256.39668331545045
497,208.2827960470373
499,172.20520984109893
515,114.20048757057926
518,211.34871077800386
521,168.28434087193332
525,153.52250820351142
529,244.88199792751567
532,142.6495370815366
534,86.55645245522204
540,87.74602654231349
544,296.6756948779554
547,171.44241374403856
549,39.97939624104451
563,39.57624234158829
564,152.02835888308576
567,112.76488077912386
572,114.57482466378853
577,133.5661455575728
578,254.80643611670038
585,306.13040986109974
588,139.5679756499032
589,123.7214502838705
590,105.59037683847627
592,17.326930440665475
594,237.17081529938153
596,17.077815292905644
598,305.14292375714683
599,137.2995074200141
605,31.369620832999807
606,125.53064159603674
607,263.59333756818455
608,221.18276720113764
609,63.3011112579628
610,285.7637941478179
611,178.53210647960537
614,134.34463647393082
615,211.9384872804814
616,265.04180738257156
617,125.65917666569187
618,248.68411536093882
624,109.97367484419189
629,137.871143350669
631,83.61340816281412
633,78.22981800262751
637,27.497144128723757
638,106.13976762896321
643,61.40905060843755
644,148.38985618609922
645,40.367005231610044
646,202.2509552646893
648,196.83161945068278
650,32.52650862551098
651,182.65726338548714
652,276.0171529607632
656,127.05137381861724
657,17.83718968041414
659,67.86605287577913
660,213.02374517313237
662,102.71066901980178
665,314.9911100479219
675,298.0164530750115
681,157.74802344141085
682,218.2662573317738
685,17.41067277893356
686,202.54787432386377
689,27.5840066248016
696,148.25492668132125
703,152.10593651095576
704,100.3206793153158
705,141.69608843175146
714,221.60033337044152
717,86.75172784574364
718,17.30989762237929
720,84.88176386569377
721,252.36695838428363
723,217.34496819770465
726,175.17867423120222
728,128.23973767973004
730,177.56793428375514
731,27.646532837211687
734,316.28911779743237
737,82.69874756014035
738,18.79804356382134
745,169.96170750106154
746,27.710559426106574
749,225.5067003110804
752,27.56599366525924
753,170.4534191154971
758,228.41066198258486
765,17.621976233631113
766,242.2772475462836
768,82.85999332032848
769,192.21438480282998
774,127.08022888898908
775,108.37150316162945
781,61.41320985838144
784,294.98711748576886
794,18.677186087450792
795,282.51109583723303
796,84.44461862745042
802,170.79595198834912
803,188.25602146903077
805,40.204380828982046
806,288.3353251706984
807,104.46800384059719
809,17.278918369787593
810,167.55269599384388
812,176.24170622949762
814,104.61607786663714
818,259.18257977323066
819,150.91813168907112
825,66.48181900417845
836,112.20248375763514
839,120.806285198033
847,276.1032175617645
848,171.15991159979103
851,121.441376866955
852,143.13790579948903
853,29.43178742292738
857,162.59275028770375
858,39.60687511595771
859,240.92808591622193
861,29.6671313298929
867,108.50578622071495
870,235.6388651686129
871,234.6008871024545
872,202.4694705934754
874,312.1398523715012
881,207.60525221363443
886,143.2771698929452
890,62.720137733182334
895,168.420395504489
899,83.30542978404208
900,280.3276299357316
901,261.0128055427932
902,224.17073771430066
903,32.64224781290108
913,265.16170427867223
918,195.09336560109736
923,149.6160346246204
924,40.310950758675574
926,27.668635614989462
927,18.53413146982045
930,242.16265503933298
934,39.89653083076087
937,140.74114828637218
