ID,ECLO
ACCIDENT_39609,4.158239863963167
ACCIDENT_39610,3.9393118578085575
ACCIDENT_39611,6.766293068333143
ACCIDENT_39612,5.645017033468537
ACCIDENT_39613,5.361509960853239
ACCIDENT_39614,5.511040174634026
ACCIDENT_39615,5.520243970465471
ACCIDENT_39616,4.0052678183595285
ACCIDENT_39617,5.297572200311675
ACCIDENT_39618,5.194405087672887
ACCIDENT_39619,5.728269433735623
ACCIDENT_39620,3.8016042805379153
ACCIDENT_39621,5.309492835617964
ACCIDENT_39622,3.821702222098237
ACCIDENT_39623,3.677475846051712
ACCIDENT_39624,5.254940582505691
ACCIDENT_39625,6.002498778900504
ACCIDENT_39626,5.4632023804715555
ACCIDENT_39627,5.39034833825894
ACCIDENT_39628,5.647209674026809
ACCIDENT_39629,6.261560403478253
ACCIDENT_39630,3.7026613361648
ACCIDENT_39631,4.807165759196831
ACCIDENT_39632,5.393680661165991
ACCIDENT_39633,5.080460869267531
ACCIDENT_39634,5.131267936392742
ACCIDENT_39635,5.286004426590359
ACCIDENT_39636,5.419214773410485
ACCIDENT_39637,3.791115182892331
ACCIDENT_39638,4.94106378072691
ACCIDENT_39639,5.16628578796956
ACCIDENT_39640,4.829665691273567
ACCIDENT_39641,5.423214771727855
ACCIDENT_39642,4.585881739205779
ACCIDENT_39643,5.287605400969755
ACCIDENT_39644,3.632697982515893
ACCIDENT_39645,4.342453991319315
ACCIDENT_39646,5.36962765799262
ACCIDENT_39647,5.221604406508185
ACCIDENT_39648,5.7484082560753
ACCIDENT_39649,3.5217433754506415
ACCIDENT_39650,3.813283632586819
ACCIDENT_39651,5.539581965597196
ACCIDENT_39652,4.9525748584343035
ACCIDENT_39653,4.061972800773899
ACCIDENT_39654,3.772938604510535
ACCIDENT_39655,4.602516970035708
ACCIDENT_39656,4.135631221868455
ACCIDENT_39657,4.742150454565095
ACCIDENT_39658,4.821270352609173
ACCIDENT_39659,4.349724489987025
ACCIDENT_39660,4.853502175918042
ACCIDENT_39661,4.573174934110714
ACCIDENT_39662,4.6855001836992045
ACCIDENT_39663,4.591715864910723
ACCIDENT_39664,4.322450139412897
ACCIDENT_39665,4.583257414366935
ACCIDENT_39666,3.7097992059374207
ACCIDENT_39667,4.623886065842953
ACCIDENT_39668,3.6550706664590304
ACCIDENT_39669,4.008768314545023
ACCIDENT_39670,4.643584382651198
