ID,ECLO
ACCIDENT_39609,4.731405280791533
ACCIDENT_39610,4.529702810816988
ACCIDENT_39611,5.245330846076005
ACCIDENT_39612,5.046561692731323
ACCIDENT_39613,5.266330889814652
ACCIDENT_39614,4.896571992975254
ACCIDENT_39615,5.102919980651166
ACCIDENT_39616,4.516232009511938
ACCIDENT_39617,4.910768799883842
ACCIDENT_39618,5.111493497648432
ACCIDENT_39619,4.902423675748083
ACCIDENT_39620,4.245972068623424
ACCIDENT_39621,4.76309193466926
ACCIDENT_39622,4.242540063720975
ACCIDENT_39623,4.445310934145714
ACCIDENT_39624,5.179173068534072
ACCIDENT_39625,5.222551097843984
ACCIDENT_39626,4.980506838579912
ACCIDENT_39627,4.790764685339235
ACCIDENT_39628,5.165665846192216
ACCIDENT_39629,5.143373140744042
ACCIDENT_39630,3.84936063670792
ACCIDENT_39631,4.401185344494446
ACCIDENT_39632,4.5483881122850525
ACCIDENT_39633,4.432527268101887
ACCIDENT_39634,4.69535910692312
ACCIDENT_39635,4.415486099243121
ACCIDENT_39636,4.6595553662764875
ACCIDENT_39637,3.8918624552592123
ACCIDENT_39638,4.627896273904162
ACCIDENT_39639,4.6842397050916
ACCIDENT_39640,4.281398793649638
ACCIDENT_39641,4.462056375590717
ACCIDENT_39642,4.817409508242454
ACCIDENT_39643,4.2654897820866085
ACCIDENT_39644,3.7446394340223987
ACCIDENT_39645,4.874350208722075
ACCIDENT_39646,4.463194168510835
ACCIDENT_39647,4.274766852361443
ACCIDENT_39648,4.695421459704019
ACCIDENT_39649,3.9630161814629843
ACCIDENT_39650,3.974567859384932
ACCIDENT_39651,5.068284177649195
ACCIDENT_39652,4.803822663442984
ACCIDENT_39653,4.1647687585553586
ACCIDENT_39654,3.8499628062647293
ACCIDENT_39655,4.367510294552672
ACCIDENT_39656,3.8092697853146342
ACCIDENT_39657,4.636238703115056
ACCIDENT_39658,4.3966393652639
ACCIDENT_39659,4.415048741839075
ACCIDENT_39660,4.593880596430781
ACCIDENT_39661,4.38824277943288
ACCIDENT_39662,4.393927824095102
ACCIDENT_39663,4.385916710090506
ACCIDENT_39664,4.435569701640355
ACCIDENT_39665,4.396619760928683
ACCIDENT_39666,3.877184118596113
ACCIDENT_39667,4.3917066416953725
ACCIDENT_39668,3.881661286083799
ACCIDENT_39669,3.862088201101616
ACCIDENT_39670,4.380032436047685
ACCIDENT_39671,4.497588217099447
ACCIDENT_39672,4.27939234542817
ACCIDENT_39673,3.540167482423362
ACCIDENT_39674,4.45158760488336
ACCIDENT_39675,3.9349823557901322
ACCIDENT_39676,4.431098502442124
ACCIDENT_39677,4.769285244226146
ACCIDENT_39678,3.9153830490722887
ACCIDENT_39679,4.4282063544518815
ACCIDENT_39680,4.717164512211052
ACCIDENT_39681,4.976923407813316
ACCIDENT_39682,4.5035899000576025
ACCIDENT_39683,4.143746660885532
ACCIDENT_39684,5.408304111917317
ACCIDENT_39685,4.949891600256749
ACCIDENT_39686,4.647204294388831
ACCIDENT_39687,4.835193695240476
ACCIDENT_39688,3.916077267568317
ACCIDENT_39689,4.627463879511549
ACCIDENT_39690,4.683138308660596
ACCIDENT_39691,4.038758609201513
ACCIDENT_39692,4.420143755250065
ACCIDENT_39693,3.8994112774803362
ACCIDENT_39694,4.678333748442189
ACCIDENT_39695,4.416969058823919
ACCIDENT_39696,4.4924164039486865
ACCIDENT_39697,4.503469393598048
ACCIDENT_39698,4.687341858828832
ACCIDENT_39699,4.634136609276239
ACCIDENT_39700,4.757064349008006
ACCIDENT_39701,4.740537797101847
ACCIDENT_39702,4.754249884448686
ACCIDENT_39703,4.684502154309913
ACCIDENT_39704,4.4968889140051145
ACCIDENT_39705,4.754214351433446
ACCIDENT_39706,4.017664514806137
ACCIDENT_39707,4.7548581135122365
ACCIDENT_39708,4.4958344401403
ACCIDENT_39709,4.498901555744665
ACCIDENT_39710,4.082960650081896
ACCIDENT_39711,4.471344222231942
ACCIDENT_39712,4.241124046134847
ACCIDENT_39713,4.564208253023929
ACCIDENT_39714,4.548299241460899
ACCIDENT_39715,4.7535778083680365
ACCIDENT_39716,4.5587187200141015
ACCIDENT_39717,4.624122747132514
ACCIDENT_39718,4.5135941015017895
ACCIDENT_39719,4.492950613974771
ACCIDENT_39720,4.5045799753276405
ACCIDENT_39721,4.512374949495553
ACCIDENT_39722,4.294020748135432
ACCIDENT_39723,4.278497208398828
ACCIDENT_39724,4.466758822557727
ACCIDENT_39725,4.29099014373943
ACCIDENT_39726,4.177261414271388
ACCIDENT_39727,3.8453298323236837
ACCIDENT_39728,4.3712393552034685
ACCIDENT_39729,4.562624246166262
ACCIDENT_39730,4.345883937792925
ACCIDENT_39731,4.201467781938927
ACCIDENT_39732,3.8238459570448535
ACCIDENT_39733,4.192957979661745
ACCIDENT_39734,3.8986143451132595
ACCIDENT_39735,4.671275399709383
ACCIDENT_39736,4.463853694942019
ACCIDENT_39737,5.262247305688657
ACCIDENT_39738,4.246041310463291
ACCIDENT_39739,4.259135857467
ACCIDENT_39740,4.24044791435989
ACCIDENT_39741,3.7232410536035547
ACCIDENT_39742,4.516574131178369
ACCIDENT_39743,4.31525811480631
ACCIDENT_39744,4.322205443666513
ACCIDENT_39745,4.521067227346076
ACCIDENT_39746,3.7985050980277437
ACCIDENT_39747,4.5717153208156525
ACCIDENT_39748,4.520146552455764
ACCIDENT_39749,3.6721818910181914
ACCIDENT_39750,4.167279096820607
ACCIDENT_39751,3.922637683017243
ACCIDENT_39752,4.1767975468917244
ACCIDENT_39753,4.37103905282952
ACCIDENT_39754,4.172722761686546
ACCIDENT_39755,3.6572749098486548
ACCIDENT_39756,4.169069963099094
ACCIDENT_39757,4.381062808573667
ACCIDENT_39758,4.421960383455422
ACCIDENT_39759,3.6952630070303947
ACCIDENT_39760,4.4011850196221785
ACCIDENT_39761,4.641787369642888
ACCIDENT_39762,4.592776739142076
ACCIDENT_39763,4.604266662313124
ACCIDENT_39764,4.4378351127271385
ACCIDENT_39765,4.628692449837808
ACCIDENT_39766,3.6959153965140716
ACCIDENT_39767,3.731140490831752
ACCIDENT_39768,3.7055938672953532
ACCIDENT_39769,4.038889675055499
ACCIDENT_39770,4.109036465568408
ACCIDENT_39771,4.5403859445514705
ACCIDENT_39772,4.473853097702403
ACCIDENT_39773,4.296797834429577
ACCIDENT_39774,4.491786025836684
ACCIDENT_39775,3.781443594702628
ACCIDENT_39776,5.0665081730452295
ACCIDENT_39777,4.494260841057521
ACCIDENT_39778,4.547492312345775
ACCIDENT_39779,4.55119755440455
ACCIDENT_39780,4.489312188808972
ACCIDENT_39781,4.320401166570892
ACCIDENT_39782,4.280036520127579
ACCIDENT_39783,4.295060389815536
ACCIDENT_39784,4.283421717183088
ACCIDENT_39785,4.279974765376679
ACCIDENT_39786,3.7669970749113033
ACCIDENT_39787,4.149400823771763
ACCIDENT_39788,3.864177909671042
ACCIDENT_39789,4.1535074663369835
ACCIDENT_39790,4.130393817437448
ACCIDENT_39791,4.398267920618174
ACCIDENT_39792,3.8137675624155607
ACCIDENT_39793,4.556672696467407
ACCIDENT_39794,4.04768279649671
ACCIDENT_39795,4.614230837755439
ACCIDENT_39796,4.080040887236042
ACCIDENT_39797,4.792368756597927
ACCIDENT_39798,4.386108473441465
ACCIDENT_39799,4.7081688938768105
ACCIDENT_39800,4.4503952480950915
ACCIDENT_39801,4.506625043582678
ACCIDENT_39802,4.455814654777493
ACCIDENT_39803,4.448987159763894
ACCIDENT_39804,4.665353267559571
ACCIDENT_39805,3.9334878462307423
ACCIDENT_39806,4.709399317131811
ACCIDENT_39807,4.69902598344751
ACCIDENT_39808,4.445699246891588
ACCIDENT_39809,4.642512855816361
ACCIDENT_39810,3.9829144048882688
ACCIDENT_39811,3.984337772788498
ACCIDENT_39812,4.298547291685253
ACCIDENT_39813,4.319813955179783
ACCIDENT_39814,3.914451586243964
ACCIDENT_39815,4.726163193015931
ACCIDENT_39816,4.713753576730633
ACCIDENT_39817,4.524658240318912
ACCIDENT_39818,4.724147857397244
ACCIDENT_39819,4.5983718164848355
ACCIDENT_39820,4.84625550549691
ACCIDENT_39821,4.582701250334596
ACCIDENT_39822,4.7777810903005244
ACCIDENT_39823,4.623429779635241
ACCIDENT_39824,4.35733061405298
ACCIDENT_39825,4.363202882937088
ACCIDENT_39826,4.430793499143043
ACCIDENT_39827,4.426419255045878
ACCIDENT_39828,4.465401053117594
ACCIDENT_39829,4.625529035922168
ACCIDENT_39830,4.674351711874079
ACCIDENT_39831,4.670044858152197
ACCIDENT_39832,4.690446965882934
ACCIDENT_39833,4.277540148281142
ACCIDENT_39834,4.468487123946189
ACCIDENT_39835,4.786786374952082
ACCIDENT_39836,4.32166149847849
ACCIDENT_39837,4.473418135411643
ACCIDENT_39838,4.477986951458149
ACCIDENT_39839,4.697609072640633
ACCIDENT_39840,4.750022792429097
ACCIDENT_39841,4.5431830949896215
ACCIDENT_39842,4.670527846556329
ACCIDENT_39843,4.351763288333682
ACCIDENT_39844,4.329676582456715
ACCIDENT_39845,4.510127335840689
ACCIDENT_39846,4.583605547997837
ACCIDENT_39847,4.5891690467103805
ACCIDENT_39848,4.517105540284874
ACCIDENT_39849,4.383030201307584
ACCIDENT_39850,3.8606097806498902
ACCIDENT_39851,4.59998860948679
ACCIDENT_39852,4.404296864802114
ACCIDENT_39853,3.8638677961313395
ACCIDENT_39854,4.398919608535396
ACCIDENT_39855,4.5955695210948075
ACCIDENT_39856,4.383678617234694
ACCIDENT_39857,4.3848622362256915
ACCIDENT_39858,4.388942657055252
ACCIDENT_39859,4.580729930300553
ACCIDENT_39860,4.57832814107938
ACCIDENT_39861,3.869231083687222
ACCIDENT_39862,4.2345252915375715
ACCIDENT_39863,3.936001296639708
ACCIDENT_39864,4.748599606283444
ACCIDENT_39865,4.386460152486354
ACCIDENT_39866,4.487766632481147
ACCIDENT_39867,4.670983293173521
ACCIDENT_39868,4.72526923832659
ACCIDENT_39869,4.655006891235209
ACCIDENT_39870,4.460328451775728
ACCIDENT_39871,4.718184434836688
ACCIDENT_39872,4.467418890890011
ACCIDENT_39873,4.594525938315632
ACCIDENT_39874,4.584415187860985
ACCIDENT_39875,4.634965725779287
ACCIDENT_39876,4.328236041344548
ACCIDENT_39877,4.462498497352463
ACCIDENT_39878,4.681800304583817
ACCIDENT_39879,4.672873173120167
ACCIDENT_39880,4.948084542428558
ACCIDENT_39881,4.531998831907448
ACCIDENT_39882,4.671596543631163
ACCIDENT_39883,4.738967724508363
ACCIDENT_39884,4.677983429467879
ACCIDENT_39885,4.4879608007654035
ACCIDENT_39886,4.476101334447953
ACCIDENT_39887,4.301197169320439
ACCIDENT_39888,4.3395382318575715
ACCIDENT_39889,3.8161157808063852
ACCIDENT_39890,4.601253842063089
ACCIDENT_39891,4.53533853555715
ACCIDENT_39892,4.333507902232484
ACCIDENT_39893,4.337496674503224
ACCIDENT_39894,3.8055727506783734
ACCIDENT_39895,4.599365645945453
ACCIDENT_39896,4.830873497254058
ACCIDENT_39897,4.546893847008838
ACCIDENT_39898,4.033427761326516
ACCIDENT_39899,4.816722512833411
ACCIDENT_39900,4.825444779292079
ACCIDENT_39901,4.551566568221927
ACCIDENT_39902,4.040209430269235
ACCIDENT_39903,4.549894554013983
ACCIDENT_39904,3.9921757148205264
ACCIDENT_39905,4.756346932345718
ACCIDENT_39906,4.7041210541012335
ACCIDENT_39907,4.475191965253058
ACCIDENT_39908,4.332558995285019
ACCIDENT_39909,4.2848157220842005
ACCIDENT_39910,4.555713432097361
ACCIDENT_39911,4.351841241418348
ACCIDENT_39912,4.349371080045831
ACCIDENT_39913,4.356204210683811
ACCIDENT_39914,4.360731858090697
ACCIDENT_39915,4.507022843016879
ACCIDENT_39916,4.390091300924712
ACCIDENT_39917,4.095876542554544
ACCIDENT_39918,4.558983700603635
ACCIDENT_39919,4.345009088973492
ACCIDENT_39920,4.361911801426498
ACCIDENT_39921,4.21541291957853
ACCIDENT_39922,4.219081646846004
ACCIDENT_39923,3.695915522495061
ACCIDENT_39924,4.2046650244455375
ACCIDENT_39925,4.615970513706738
ACCIDENT_39926,4.634108306846002
ACCIDENT_39927,4.051073134294228
ACCIDENT_39928,4.683252367102884
ACCIDENT_39929,4.472124077392103
ACCIDENT_39930,4.464627580340116
ACCIDENT_39931,4.722313249635273
ACCIDENT_39932,4.243622610786035
ACCIDENT_39933,4.502620062422311
ACCIDENT_39934,4.246776721100901
ACCIDENT_39935,4.244323470184468
ACCIDENT_39936,4.457422251219117
ACCIDENT_39937,4.518654543456327
ACCIDENT_39938,4.241930992242874
ACCIDENT_39939,3.8463081624273396
ACCIDENT_39940,4.575337243819123
ACCIDENT_39941,4.332753127642845
ACCIDENT_39942,3.7974187668028856
ACCIDENT_39943,4.36712297747631
ACCIDENT_39944,4.59028441185222
ACCIDENT_39945,3.8031964417999893
ACCIDENT_39946,4.621486966367642
ACCIDENT_39947,4.322545089422059
ACCIDENT_39948,4.325735714528226
ACCIDENT_39949,4.321943477758951
ACCIDENT_39950,4.315074814105732
ACCIDENT_39951,4.580581679304463
ACCIDENT_39952,4.372556681951682
ACCIDENT_39953,4.177852020756539
ACCIDENT_39954,4.435359046782375
ACCIDENT_39955,4.370050987563927
ACCIDENT_39956,4.362358936786535
ACCIDENT_39957,4.165725934683206
ACCIDENT_39958,4.165715641627567
ACCIDENT_39959,4.178655803545493
ACCIDENT_39960,4.403037640651566
ACCIDENT_39961,4.381828074476679
ACCIDENT_39962,4.582964465803355
ACCIDENT_39963,4.430245003564208
ACCIDENT_39964,4.647942186962899
ACCIDENT_39965,4.458730323141338
ACCIDENT_39966,4.060821566931875
ACCIDENT_39967,4.446861541961371
ACCIDENT_39968,4.642491531895146
ACCIDENT_39969,3.839857766017415
ACCIDENT_39970,4.489996517914446
ACCIDENT_39971,4.217080150374228
ACCIDENT_39972,4.210674641978356
ACCIDENT_39973,4.808103510687007
ACCIDENT_39974,4.492274421053631
ACCIDENT_39975,4.295606578176077
ACCIDENT_39976,4.337600396170636
ACCIDENT_39977,4.491117023798294
ACCIDENT_39978,4.285709311764975
ACCIDENT_39979,4.300467543473111
ACCIDENT_39980,4.441092106296228
ACCIDENT_39981,4.023374637520538
ACCIDENT_39982,4.480873452562268
ACCIDENT_39983,4.7975773910150785
ACCIDENT_39984,4.283955938470913
ACCIDENT_39985,4.476731276981809
ACCIDENT_39986,4.480271840899161
ACCIDENT_39987,4.545687477356453
ACCIDENT_39988,4.402507383964774
ACCIDENT_39989,4.155128018849667
ACCIDENT_39990,4.145222133400002
ACCIDENT_39991,4.392360118718827
ACCIDENT_39992,4.130815804055174
ACCIDENT_39993,4.184069150721153
ACCIDENT_39994,4.140375422765913
ACCIDENT_39995,4.333716839924676
ACCIDENT_39996,4.33399938836058
ACCIDENT_39997,4.137854781474196
ACCIDENT_39998,3.830786143068405
ACCIDENT_39999,4.356849069257911
ACCIDENT_40000,4.5617149608269
ACCIDENT_40001,4.357003454343693
ACCIDENT_40002,4.350433267806399
ACCIDENT_40003,4.365226050753714
ACCIDENT_40004,3.91972012442375
ACCIDENT_40005,4.8553580977843955
ACCIDENT_40006,4.427354610769344
ACCIDENT_40007,4.800420061049019
ACCIDENT_40008,4.600910839635469
ACCIDENT_40009,4.860316309178635
ACCIDENT_40010,4.594233072276396
ACCIDENT_40011,4.653271424168119
ACCIDENT_40012,3.9961826495317507
ACCIDENT_40013,4.64290900086155
ACCIDENT_40014,4.2625150271633805
ACCIDENT_40015,4.457481033361055
ACCIDENT_40016,4.470411883999403
ACCIDENT_40017,4.65368273756708
ACCIDENT_40018,3.9477763052810886
ACCIDENT_40019,4.64744656116095
ACCIDENT_40020,4.462278242269068
ACCIDENT_40021,4.450226894298473
ACCIDENT_40022,4.081913018846154
ACCIDENT_40023,4.55758125811283
ACCIDENT_40024,4.306480722258926
ACCIDENT_40025,4.512762301335617
ACCIDENT_40026,4.314456303248282
ACCIDENT_40027,4.495524596975386
ACCIDENT_40028,4.821646025660915
ACCIDENT_40029,4.558085582009798
