index,운송장_건수
0,8.127650633751596
1,5.584176176448861
2,7.351188756135866
3,6.35963101977797
4,6.438210278663873
5,4.890905282520206
6,4.797634309888038
7,4.903084047329485
8,4.301952647613399
9,11.608315827921734
10,5.183091336701951
11,-0.26180971551251647
12,8.487214456822183
13,5.612012798594687
14,6.335807628771131
15,5.272943891722591
16,6.381103287591605
17,6.840192847958719
18,10.947875301165173
19,3.1472474692633856
20,5.929949936557776
21,4.443250425152714
22,6.074028589617751
23,6.34451118568408
24,6.725577036654006
25,4.797634309888038
26,5.878228865976563
27,4.371445335366157
28,10.30829539322974
29,7.013259641419733
30,8.512778821568988
31,7.7845467366580126
32,5.262243819027652
33,4.452393037399728
34,6.871561594192457
35,2.199004933411952
36,5.472105290462331
37,4.301952647613399
38,7.807067007268731
39,2.6425091676474644
40,2.8054251482481005
41,7.13288769801247
42,5.805353622117148
43,4.4471703863983585
44,5.888091948758472
45,5.319517826128793
46,7.2062109076064536
47,6.381103287591605
48,11.927803973230876
49,5.426028133813192
50,6.4982379005918
51,10.469295140879016
52,9.488917911532718
53,4.797634309888038
54,8.23151173281989
55,8.371960796347034
56,5.916139183298968
57,2.560701604175546
58,6.004774395509743
59,8.276408513238371
60,11.473243990349035
61,5.72283225912383
62,5.677401417547569
63,5.961821473545463
64,6.331671557283928
65,7.975208151090979
66,8.274927870202651
67,4.998900865339718
68,5.426585001914057
69,5.520926633319941
70,6.1665781669712585
71,8.265105037385442
72,8.323328889556805
73,7.099310961344406
74,7.13288769801247
75,7.113636829663328
76,8.556442824826108
77,5.183091336701951
78,5.975443132574984
79,7.275104543724769
80,6.339531570994366
81,4.9938459731671205
82,3.4547634962577662
83,3.383445160369292
84,5.112411966578898
85,7.208200805501745
86,7.491918227336214
87,4.882176752979925
88,4.67335905608762
89,9.649397922133259
90,5.786555852369662
91,6.133450985790236
92,8.5325634637641
93,6.278184878206847
94,8.371960796347034
95,8.594603291683292
96,5.91211909742351
97,9.148365872632862
98,8.001046573533564
99,5.5487488079698775
100,5.232805061731492
101,7.3049837291842925
102,5.484410845046664
103,5.476912771772466
104,8.634874220063772
105,5.908371708629374
106,10.05435629497119
107,4.356783078077954
108,8.634874220063772
109,6.501191160573019
110,5.087717229933971
111,6.531047218549221
112,6.586390934608293
113,-0.8682299303486646
114,6.002399558640077
115,8.43169355025877
116,5.0318581784413
117,3.9227591114031237
118,3.9275485251329614
119,5.642115232573977
120,3.9227591114031237
121,3.688467727990639
122,4.224580761123535
123,6.203542542144805
124,4.340168412673653
125,3.688467727990639
126,4.678926796521384
127,4.095641974711103
128,4.000876041145421
129,4.327910472120971
130,3.7313134605959974
131,3.8210009160636624
132,4.070933412299387
133,4.297658407303586
134,4.505907012206494
135,4.427790082464196
136,5.161621377594826
137,3.8366420288869025
138,6.487714399748162
139,4.415942484790771
140,4.4246373774843315
141,3.77701345343362
142,5.91643141426449
