index,운송장_건수
0,5.436852011003743
1,5.813138019970384
2,7.872078557153751
3,5.319996897707513
4,4.826289976358253
5,4.394516357657986
6,4.362502780488917
7,4.420511699012049
8,4.453715654216096
9,5.610121202592122
10,5.1030088646227485
11,5.081148639253077
12,6.319609592855611
13,4.278227629768811
14,5.054641988303549
15,4.271099527593271
16,5.276036181898571
17,4.6233522181562
18,4.972228947871143
19,5.305514554904457
20,4.872545039954167
21,4.406886510467449
22,4.998623146300153
23,4.425187709654874
24,5.2737105744055395
25,4.614227335444463
26,5.01197449259374
27,4.276520662546485
28,5.2549278672937305
29,4.826289976358253
30,10.345841172947006
31,7.319721078084566
32,4.85697568014543
33,4.4093404370768745
34,5.032620135068768
35,7.353494008571182
36,5.342358466412027
37,4.708502937008012
38,5.037033597090101
39,14.042954274310611
40,7.353494008571182
41,5.527140927713162
42,4.955268933405817
43,4.826327958639473
44,5.421257263347512
45,4.771846298361721
46,4.883270230309896
47,5.276036181898571
48,10.197821926156937
49,6.126443935168515
50,5.64762543633929
51,6.995766570959785
52,8.584612090219473
53,4.614227335444463
54,6.672176402163372
55,6.541906398162432
56,4.945495013447303
57,4.659756412858042
58,4.5907559886396605
59,5.575999047201197
60,15.581799534293879
61,4.31838087265922
62,5.9658893064265826
63,4.2040240431427724
64,5.0723175015525195
65,6.795305616352667
66,9.667042663210074
67,6.733852919278798
68,4.761143234359055
69,4.508198650954773
70,4.779566676651546
71,7.761551061130981
72,8.312752917914409
73,7.665856038491112
74,5.171859840959474
75,6.728107045989857
76,5.562285995468253
77,5.1030088646227485
78,4.113748631798134
79,6.684031941189289
80,6.2413600361313275
81,4.132838468462127
82,4.906381076776952
83,4.667909285464981
84,4.091017538590918
85,8.257740722126607
86,6.772350448981457
87,5.536357396727196
88,4.6413696381647105
89,5.1236751251268275
90,5.070077116968606
91,5.8164142630262825
92,4.808207395740741
93,7.644537958959555
94,6.541906398162432
95,5.025245004663332
96,4.737467547274498
97,5.4799205599410605
98,6.684031941189289
99,5.226364376204176
100,4.050641895749475
101,5.435399957054888
102,4.106273790988767
103,4.204535699611323
104,6.158797887860648
105,5.125349381822469
106,7.168374685799417
107,4.248579698786401
108,6.158797887860648
109,5.276036181898571
110,5.10624444416535
111,5.536357396727196
112,5.640958049078301
113,12.994535162170902
114,4.813065022586452
115,5.470366377107612
116,6.952569428502013
117,4.263727986427381
118,4.213667388869326
119,6.440664933182062
120,4.263727986427381
121,4.095611425858149
122,4.714725316356188
123,5.7111798699969
124,5.961188645968602
125,4.095611425858149
126,4.1456720234162034
127,4.596045075258362
128,4.1456720234162034
129,4.067247010860667
130,4.08147007660329
131,3.9718299227769616
132,4.263727986427381
133,4.263727986427381
134,4.586829135326242
135,4.726952175385116
136,3.954796288976133
137,4.095611425858149
138,7.665856038491112
139,4.726952175385116
140,4.726952175385116
141,4.0512553140207315
142,4.693915986535292
143,4.1456720234162034
144,4.381893063142475
145,3.9718299227769616
146,3.9718299227769616
147,8.252274799290634
148,4.1456720234162034
149,5.169292969043128
150,4.132412013092985
151,3.9909533467361524
152,4.566715437284411
153,4.274183473064248
154,4.726952175385116
155,4.1456720234162034
156,4.726952175385116
157,4.132412013092985
158,5.182023147290836
159,4.577647310018012
160,4.0512553140207315
161,4.1456720234162034
162,4.1456720234162034
163,4.726857201781144
164,4.132412013092985
165,4.395624498227556
166,4.1456720234162034
167,4.395624498227556
168,4.132838468462127
169,4.116420316253049
170,4.596867713952448
171,5.671110325746338
172,4.726952175385116
173,4.710642350013596
174,4.238645598669871
175,4.395150662073049
176,4.1456720234162034
177,4.59595010165439
178,4.132412013092985
179,4.714725316356188
180,4.205358338305408
181,4.1456720234162034
182,7.008674161887028
183,6.9423149669590485
184,4.263727986427381
185,4.116420316253049
186,4.155299663212786
187,4.930203047110488
188,4.596867713952448
189,4.263727986427381
190,4.566715437284411
191,3.9718299227769616
192,4.469462583649599
193,4.267298429975991
194,5.326052536190288
195,4.750665555369658
196,4.59595010165439
197,3.9718299227769616
198,6.7097092807495065
199,4.067247010860667
200,4.1456720234162034
201,4.900991556541232
202,10.099986423871373
203,5.38948519629542
204,4.53542801656941
205,5.9489754222634135
206,4.0644324737765505
207,4.1456720234162034
208,4.596045075258362
209,4.1038510935449946
210,4.561146704089343
211,4.7748707659952645
212,4.53542801656941
213,4.067247010860667
214,4.469462583649599
215,4.238645598669871
216,6.152186461632952
217,4.132412013092985
218,4.833751780035849
219,4.221907056556172
220,4.132412013092985
221,3.9718299227769616
222,4.596867713952448
223,5.710357231302814
224,4.1038510935449946
225,4.067247010860667
226,3.7942369521448613
227,4.1456720234162034
228,4.089725332216543
229,4.780539122715106
230,4.1456720234162034
231,4.067247010860667
232,4.1456720234162034
233,4.095611425858149
234,4.091017538590918
235,4.868161848699021
236,3.9718299227769616
237,5.025245004663332
238,4.596867713952448
239,4.708554410144766
240,5.672894269181829
241,5.10624444416535
242,4.067247010860667
243,4.095611425858149
244,4.132412013092985
245,5.717461126024395
