index,운송장_건수
0,5.7908763525891525
1,5.953774442134677
2,5.170787268478111
3,5.909521582341184
4,5.533772538488383
5,4.96990277231042
6,4.594563563440906
7,6.889970834286648
8,4.380178495826681
9,8.284967534648786
10,5.922620186190623
11,4.1906397061554
12,5.954972632498008
13,6.566666714240248
14,5.581296674866131
15,6.189127235569425
16,5.637953279787386
17,5.384399652461047
18,8.962577577339902
19,4.408304157083644
20,6.24824036706231
21,4.470403828283785
22,6.627879056470752
23,5.100655475918303
24,6.396384619659744
25,4.594563563440906
26,6.4548141259909375
27,4.325636671037773
28,9.564298776850011
29,5.838401601106619
30,14.27382273269575
31,6.811489656641721
32,6.056624143796792
33,4.3731608074155215
34,5.4305352039091765
35,3.920732299894295
36,4.86039970649086
37,4.380178495826681
38,6.070762178959093
39,4.566907584640771
40,4.126259919851525
41,5.405425362478751
42,5.9873313096433805
43,4.5015822956296185
44,5.644215128471959
45,6.023634269856097
46,5.8321690753791255
47,5.637953279787386
48,16.829659259057486
49,6.141852180936894
50,7.322432692844136
51,7.633816064293428
52,7.438341519217137
53,4.594563563440906
54,6.945315041223758
55,6.558495481638193
56,6.815061931485182
57,3.4818610649522053
58,4.807198275703622
59,5.886959627996759
60,13.144280284347243
61,5.19254824207536
62,5.650377697513044
63,5.195242148628472
64,5.865108922507857
65,6.6387755222149485
66,9.575382191214816
67,5.269947341034791
68,5.466883223801947
69,5.361694468170451
70,5.519332097031359
71,7.644083508155179
72,6.53759168340722
73,8.163550577569445
74,5.088312488860555
75,6.553539051964824
76,6.100220723319557
77,5.922620186190623
78,5.374681880950195
79,5.32611328319428
80,6.901999898858008
81,5.783010849491024
82,4.607201705770748
83,4.3710031380551255
84,5.783010849491024
85,8.163550577569445
86,6.543071680660469
87,5.498777820743956
88,5.067509151028659
89,8.23134044446514
90,5.211604213189809
91,5.596238588295944
92,6.694487112687322
93,6.404513939143363
94,6.558495481638193
95,7.253682999972889
96,5.59747452627992
97,9.129326808184176
98,6.163729407321067
99,6.022576477653561
100,5.740984394123172
101,6.032421964541075
102,5.740984394123172
103,5.897661890220346
104,7.828692984878518
105,5.468674277171088
106,13.472025943465601
107,4.168276767062117
108,7.828692984878518
109,5.637953279787386
110,7.332271798816127
111,6.27447459338108
112,6.229017026137453
113,4.114104470847472
114,5.462662019320516
115,6.9072652062154285
116,6.015666295879908
117,4.132686935863623
118,4.136981036377615
119,5.45023016504635
120,4.132686935863623
121,3.913612210787371
122,4.741387203507237
123,5.9985419235417075
124,5.49474806688453
125,3.913612210787371
126,4.600498185234139
127,4.381147073199711
128,4.2255455935918524
129,4.165524177176889
130,3.8672916549055274
131,3.999422927669177
132,4.132686935863623
133,4.392396715600914
134,4.5745360814981755
135,4.481677423769946
136,3.903883712191518
137,3.913612210787371
138,7.9117415328201455
139,4.481677423769946
140,4.481677423769946
141,3.8672916549055274
142,4.41601706630979
143,4.2255455935918524
144,4.5745360814981755
145,4.203992069075632
146,3.999422927669177
147,7.276777685498675
148,3.909318110273379
149,3.823229133190453
150,4.322708098585976
151,4.162167801256552
152,4.381147073199711
153,4.156307286572498
154,4.741387203507237
155,3.909318110273379
156,4.481677423769946
157,4.322708098585976
158,5.744294362630663
159,4.5745360814981755
160,3.8672916549055274
161,3.909318110273379
162,3.909318110273379
163,4.741387203507237
164,4.062998318848685
165,4.312994960043214
166,3.909318110273379
167,4.361228011478687
168,4.843205887398359
169,4.322708098585976
170,4.381147073199711
171,5.290182235499648
172,4.510484153964132
173,4.481677423769946
174,4.136981036377615
175,5.166266469506911
176,3.909318110273379
177,4.5745360814981755
178,4.322708098585976
179,4.481677423769946
180,4.957856928127681
181,3.909318110273379
182,6.148106097346215
183,7.201046356894459
184,4.132686935863623
185,4.322708098585976
186,4.062998318848685
187,4.512905005287387
188,4.381147073199711
189,4.392396715600914
190,4.5745360814981755
191,4.203992069075632
192,4.130185306525011
193,4.957856928127681
194,5.214057773260793
195,5.0342808365967135
196,4.5745360814981755
197,4.203992069075632
198,6.166031960871367
199,3.8672916549055274
200,3.909318110273379
201,5.32272224817312
202,8.27069275070065
203,6.554001598367929
204,4.268369353750457
205,6.082150006228604
206,3.9041851190114114
207,3.909318110273379
208,4.381147073199711
209,3.909318110273379
210,4.510484153964132
211,4.334383076693595
212,4.268369353750457
213,3.8672916549055274
214,5.166266469506911
215,4.396690816114907
216,5.986997357880324
217,4.322708098585976
218,4.923882791514056
219,4.132686935863623
220,4.062998318848685
221,3.999422927669177
222,4.381147073199711
223,5.310546006198344
224,4.2255455935918524
225,4.165524177176889
226,3.479053824257209
227,4.2255455935918524
228,3.932938460982255
229,4.741387203507237
230,3.909318110273379
231,3.8672916549055274
232,4.2255455935918524
233,3.913612210787371
234,4.843205887398359
235,5.127686494099671
236,3.999422927669177
237,6.313878037880225
238,4.381147073199711
239,4.741387203507237
240,5.262764533608112
241,8.368812685497243
242,3.8672916549055274
243,4.229839694105845
244,4.062998318848685
245,5.25847043309412
246,4.392396715600914
247,4.530809568219201
248,4.136981036377615
249,4.132686935863623
250,3.913612210787371
251,4.062998318848685
252,4.249165944300728
253,4.062998318848685
254,5.78946973496359
255,4.381147073199711
256,3.909318110273379
257,4.70827752110701
258,5.311516177653204
259,4.381147073199711
260,4.381147073199711
261,4.203992069075632
262,4.600498185234139
263,4.127553944601655
264,4.749794014598717
265,4.5809150744902825
266,4.132686935863623
267,3.932938460982255
268,5.311516177653204
269,3.8672916549055274
270,4.165524177176889
271,4.322708098585976
272,4.132686935863623
273,5.166266469506911
274,3.909318110273379
275,4.165524177176889
276,4.530809568219201
277,3.909318110273379
278,4.5745360814981755
279,3.913612210787371
280,4.268369353750457
281,4.448567741369718
282,6.166031960871367
283,4.322708098585976
284,4.80341276023304
285,7.770765655252551
286,4.381147073199711
287,4.132686935863623
288,3.909318110273379
289,4.2255455935918524
290,4.5745360814981755
291,4.595633020743145
292,4.600498185234139
293,3.864000825228649
294,4.381147073199711
295,4.132686935863623
296,4.334383076693595
297,3.909318110273379
298,4.916378990740235
299,4.203992069075632
300,3.956293657511219
301,4.132686935863623
302,4.203992069075632
303,4.381147073199711
304,4.396690816114907
305,4.322708098585976
306,3.909318110273379
307,4.5745360814981755
308,4.132686935863623
