index,운송장_건수
0,14.46053
1,5.44846
2,6.917137
3,5.0464034
4,4.839069
5,3.8010309
6,4.341828
7,5.285893
8,3.699461
9,7.227754
10,5.006703
11,2.7777352
12,7.9460096
13,3.144351
14,4.9634933
15,2.1714175
16,5.028754
17,4.6461444
18,4.919982
19,4.207722
20,4.8670106
21,3.13812
22,4.5026093
23,3.7124295
24,4.459841
25,4.1972284
26,4.9400697
27,3.6994221
28,6.2967944
29,4.839069
30,9.737568
31,8.105478
32,5.0033116
33,3.8140345
34,5.074108
35,6.970973
36,5.7437277
37,3.768283
38,4.95029
39,7.3793993
40,6.970973
41,5.5110745
42,5.3761773
43,4.2633967
44,5.5759063
45,4.88441
46,4.9171596
47,5.028754
48,9.575687
49,6.4535866
50,6.4953218
51,7.047924
52,9.718748
53,4.1972284
54,7.999883
55,6.8658156
56,5.3127866
57,4.567668
58,4.82604
59,8.073523
60,7.8518934
61,4.225308
62,5.133536
63,3.9644048
64,4.6164827
65,5.7445283
66,8.601474
67,5.9392304
68,3.943479
69,4.979895
70,4.2600327
71,7.3359103
72,5.9903045
73,8.363308
74,4.3246427
75,6.615367
76,24.674734
77,5.006703
78,3.3231094
79,6.299872
80,3.9599624
81,3.8162844
82,4.8722134
83,4.765262
84,3.9187934
85,8.45843
86,6.433879
87,4.4703
88,3.7523541
89,4.668982
90,5.54487
91,6.530673
92,4.040578
93,6.951126
94,6.8658156
95,5.2132874
96,8.014986
97,4.0190783
98,6.299872
99,5.006691
100,3.833581
101,5.580609
102,4.041224
103,3.7064402
104,6.0543265
105,5.553313
106,12.099907
107,4.2195954
108,6.0543265
109,5.028754
110,5.9921193
111,4.4703
112,5.440061
113,7.3793993
114,4.532145
115,5.464779
116,7.418711
117,4.3007755
118,4.1558733
119,6.6728253
120,4.3007755
121,3.9613764
122,4.761751
123,5.6111956
124,5.1653113
125,3.9613764
126,4.1062794
127,4.5613403
128,4.041577
129,4.0445313
130,4.038884
131,4.0961714
132,4.3007755
133,4.3007755
134,4.579688
135,4.759781
136,8.359351
137,3.9613764
138,8.363308
139,4.6234045
140,4.762281
141,3.974616
142,4.2185607
143,4.1062794
144,4.2507534
145,3.8694334
146,3.8523698
147,4.3571405
148,4.0920677
149,6.7332616
150,4.093072
151,3.8189387
152,4.520807
153,4.2185607
154,4.6621933
155,4.1062794
156,4.794302
157,4.197684
158,4.9769664
159,4.5638404
160,3.974616
161,4.0920677
162,4.0920677
163,4.7192473
164,4.093072
165,4.498259
166,4.0920677
167,4.498259
168,3.8162844
169,4.071007
170,4.665814
171,5.511309
172,4.745228
173,4.580826
174,4.242401
175,4.6358337
176,4.0036716
177,4.520807
178,4.1478496
179,4.761751
180,4.212906
181,4.1062794
182,10.996209
183,9.654635
184,4.286564
185,4.071007
186,4.1638727
187,5.370973
188,4.3823857
189,4.286564
190,4.520807
191,3.8523698
192,4.661817
193,5.1166186
194,5.249689
195,5.5579367
196,4.520807
197,3.8523698
198,6.615367
199,4.0779247
200,4.1062794
201,4.8751655
